RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
14441,481848.515181849,0,3,3,0,0,3,3,0
14532,484884.884884885,0,0,0,0,0,0,0,0
14560,485819.152485819,1,0,0,1,1,0,0,1
15341,511878.545211879,3,0,0,3,3,0,0,3
15431,514881.548214882,0,0,0,0,0,0,0,0
15460,515849.182515849,0,1,1,0,0,1,1,0
16241,541908.575241909,0,3,3,0,0,3,3,0
16330,544878.211544878,0,0,0,0,0,0,0,0
16360,545879.212545879,1,0,0,1,1,0,0,1
17140,571905.238571905,3,0,0,3,3,0,0,3
17230,574908.241574908,0,0,0,0,0,0,0,0
17261,575942.609275943,0,1,1,0,0,1,1,0
18040,601935.268601935,0,3,3,0,0,3,3,0
18130,604938.271604938,0,0,0,0,0,0,0,0
18160,605939.272605939,1,0,0,1,1,0,0,1
18928,631564.898231565,3,0,0,3,3,0,0,3
19028,634901.568234902,0,0,0,0,0,0,0,0
19058,635902.569235903,0,1,1,0,0,1,1,0
19838,661928.595261929,0,3,3,0,0,3,3,0
19928,664931.598264932,0,0,0,0,0,0,0,0
19957,665899.232565899,1,0,0,1,1,0,0,1
20737,691925.258591925,3,0,0,3,3,0,0,3
20826,694894.894894895,0,0,0,0,0,0,0,0
20857,695929.262595929,0,1,1,0,0,1,1,0
21636,721921.921921922,0,3,3,0,0,3,3,0
21726,724924.924924925,0,0,0,0,0,0,0,0
21755,725892.559225893,1,0,0,1,1,0,0,1
22534,751885.218551885,3,0,0,3,3,0,0,3
22624,754888.221554888,0,0,0,0,0,0,0,0
22655,755922.589255923,0,1,1,0,0,1,1,0
23433,781881.881881882,0,3,3,0,0,3,3,0
23523,784884.884884885,0,0,0,0,0,0,0,0
23552,785852.519185853,1,0,0,1,1,0,0,1
24331,811845.178511845,3,0,0,3,3,0,0,3
24421,814848.181514848,0,0,0,0,0,0,0,0
24451,815849.182515849,0,1,1,0,0,1,1,0
25230,841841.841841842,0,3,3,0,0,3,3,0
25319,844811.478144812,0,0,0,0,0,0,0,0
25349,845812.479145813,1,0,0,1,1,0,0,1
26128,871805.138471805,3,0,0,3,3,0,0,3
26218,874808.141474808,0,0,0,0,0,0,0,0
26249,875842.509175843,0,1,1,0,0,1,1,0
27018,901501.501501502,0,3,3,0,0,3,3,0
27117,904804.804804805,0,0,0,0,0,0,0,0
27147,905805.805805806,1,0,0,1,1,0,0,1
27926,931798.465131799,3,0,0,3,3,0,0,3
28016,934801.468134802,0,0,0,0,0,0,0,0
28047,935835.835835836,0,1,1,0,0,1,1,0
28824,961761.761761762,0,3,3,0,0,3,3,0
28914,964764.764764765,0,0,0,0,0,0,0,0
28943,965732.399065733,1,0,0,1,1,0,0,1
29723,991758.425091759,3,0,0,3,3,0,0,3
29812,994728.061394728,0,0,0,0,0,0,0,0
29842,995729.062395729,0,1,1,0,0,1,1,0
30621,1021721.72172172,0,3,3,0,0,3,3,0
30711,1024724.72472472,0,0,0,0,0,0,0,0
30742,1025759.09242576,1,0,0,1,1,0,0,1
31520,1051718.38505172,3,0,0,3,3,0,0,3
31610,1054721.38805472,0,0,0,0,0,0,0,0
31641,1055755.75575576,0,1,1,0,0,1,1,0
32558,1086353.01968635,0,3,3,0,0,3,3,0
32649,1089389.38938939,0,0,0,0,0,0,0,0
32677,1090323.65699032,1,0,0,1,1,0,0,1
33768,1126726.72672673,3,0,0,3,3,0,0,3
33859,1129763.09642976,0,0,0,0,0,0,0,0
33888,1130730.73073073,0,1,1,0,0,1,1,0
34671,1156856.85685686,0,3,3,0,0,3,3,0
34760,1159826.49315983,0,0,0,0,0,0,0,0
34789,1160794.12746079,1,0,0,1,1,0,0,1
35868,1196796.7967968,3,0,0,3,3,0,0,3
35959,1199833.16649983,0,0,0,0,0,0,0,0
35988,1200800.8008008,0,1,1,0,0,1,1,0
36771,1226926.92692693,0,3,3,0,0,3,3,0
36860,1229896.5632299,0,0,0,0,0,0,0,0
36889,1230864.19753086,1,0,0,1,1,0,0,1
