RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
23286,776976.976976977,1,0,0,1,1,0,0,1
24364,812946.279612946,3,0,0,3,3,0,0,3
24454,815949.282615949,0,0,0,0,0,0,0,0
24485,816983.650316984,0,1,1,0,0,1,1,0
25264,842976.309642976,0,3,3,0,0,3,3,0
25354,845979.312645979,0,0,0,0,0,0,0,0
25384,846980.31364698,1,0,0,1,1,0,0,1
27302,910977.644310978,3,0,0,3,3,0,0,3
27392,913980.647313981,0,0,0,0,0,0,0,0
27422,914981.648314982,0,1,1,0,0,1,1,0
28220,941608.274941608,0,3,3,0,0,3,3,0
28310,944611.277944611,0,0,0,0,0,0,0,0
28340,945612.278945612,1,0,0,1,1,0,0,1
29822,995061.728395062,3,0,0,3,3,0,0,3
29912,998064.731398065,0,0,0,0,0,0,0,0
29941,999032.365699032,0,1,1,0,0,1,1,0
31025,1035201.8685352,0,3,3,0,0,3,3,0
31114,1038171.50483817,0,0,0,0,0,0,0,0
31144,1039172.50583917,1,0,0,1,1,0,0,1
32521,1085118.45178512,3,0,0,3,3,0,0,3
32611,1088121.45478812,0,0,0,0,0,0,0,0
32642,1089155.82248916,0,1,1,0,0,1,1,0
33724,1125258.59192526,0,3,3,0,0,3,3,0
33813,1128228.22822823,0,0,0,0,0,0,0,0
33842,1129195.8625292,1,0,0,1,1,0,0,1
34919,1165131.79846513,3,0,0,3,3,0,0,3
35009,1168134.80146813,0,0,0,0,0,0,0,0
35040,1169169.16916917,0,1,1,0,0,1,1,0
35819,1195161.82849516,0,3,3,0,0,3,3,0
35909,1198164.83149817,0,0,0,0,0,0,0,0
35939,1199165.83249917,1,0,0,1,1,0,0,1
37019,1235201.8685352,3,0,0,3,3,0,0,3
37109,1238204.8715382,0,0,0,0,0,0,0,0
37140,1239239.23923924,0,1,1,0,0,1,1,0
37919,1265231.89856523,0,3,3,0,0,3,3,0
38009,1268234.90156823,0,0,0,0,0,0,0,0
