RawFrameID,timestamp(ms),Traffic light 1,Traffic light 2,Traffic light 3,Traffic light 4,Traffic light 5,Traffic light 6,Traffic light 7,Traffic light 8
23580,786786.786786787,0,3,3,0,0,3,3,0
23670,789789.78978979,0,0,0,0,0,0,0,0
23699,790757.424090758,1,0,0,1,1,0,0,1
24478,816750.08341675,3,0,0,3,3,0,0,3
24569,819786.453119787,0,0,0,0,0,0,0,0
24599,820787.454120788,0,1,1,0,0,1,1,0
25379,846813.480146814,0,3,3,0,0,3,3,0
25469,849816.483149817,0,0,0,0,0,0,0,0
25497,850750.750750751,1,0,0,1,1,0,0,1
26277,876776.776776777,3,0,0,3,3,0,0,3
26367,879779.77977978,0,0,0,0,0,0,0,0
26396,880747.414080747,0,1,1,0,0,1,1,0
27176,906773.440106774,0,3,3,0,0,3,3,0
27266,909776.443109777,0,0,0,0,0,0,0,0
27295,910744.077410744,1,0,0,1,1,0,0,1
28074,936736.736736737,3,0,0,3,3,0,0,3
28164,939739.73973974,0,0,0,0,0,0,0,0
28194,940740.740740741,0,1,1,0,0,1,1,0
28975,966800.1334668,0,3,3,0,0,3,3,0
29063,969736.403069737,0,0,0,0,0,0,0,0
29093,970737.404070738,1,0,0,1,1,0,0,1
29873,996763.430096763,3,0,0,3,3,0,0,3
29963,999766.433099767,0,0,0,0,0,0,0,0
29993,1000767.43410077,0,1,1,0,0,1,1,0
30771,1026726.72672673,0,3,3,0,0,3,3,0
30862,1029763.09642976,0,0,0,0,0,0,0,0
30891,1030730.73073073,1,0,0,1,1,0,0,1
31671,1056756.75675676,3,0,0,3,3,0,0,3
31760,1059726.39305973,0,0,0,0,0,0,0,0
31790,1060727.39406073,0,1,1,0,0,1,1,0
32569,1086720.05338672,0,3,3,0,0,3,3,0
32660,1089756.42308976,0,0,0,0,0,0,0,0
32689,1090724.05739072,1,0,0,1,1,0,0,1
33469,1116750.08341675,3,0,0,3,3,0,0,3
33559,1119753.08641975,0,0,0,0,0,0,0,0
33589,1120754.08742075,0,1,1,0,0,1,1,0
34369,1146780.11344678,0,3,3,0,0,3,3,0
34458,1149749.74974975,0,0,0,0,0,0,0,0
34487,1150717.38405072,1,0,0,1,1,0,0,1
35177,1173740.40707374,1,0,0,1,1,0,0,1
